,id,clone_url,created_at,description,full_name,language,name,size,stargazers_count,updated_at,forks_count
9578,271291705,https://github.com/jotego/jtopl.git,2020-06-10 13:58:41+00:00,Verilog module compatible with Yamaha OPL chips,jotego/jtopl,Verilog,jtopl,28638,47,2024-10-03 17:29:20+00:00,10
9579,266255956,https://github.com/IA-C-Lab-Fudan/KWS-SoC.git,2020-05-23 03:31:58+00:00,This is an SoC design dedicated to Keyword Spotting (KWS) based on a neural-network accelerator and the wujian100 platform.,IA-C-Lab-Fudan/KWS-SoC,Verilog,KWS-SoC,1232388,46,2024-08-01 13:40:59+00:00,17
9580,263331902,https://github.com/kholia/Colorlight-5A-75B.git,2020-05-12 12:36:58+00:00,Notes for Colorlight-5A-75B.,kholia/Colorlight-5A-75B,Verilog,Colorlight-5A-75B,891,43,2024-10-15 07:00:24+00:00,6
9581,263773674,https://github.com/uwemeyerbaese/DSP_with_FPGAs_ed4.git,2020-05-14 00:17:39+00:00,DSP with FPGAs 4. edition ISBN: 978-3-642-45308-3,uwemeyerbaese/DSP_with_FPGAs_ed4,Verilog,DSP_with_FPGAs_ed4,39706,41,2024-10-05 07:09:53+00:00,12
9582,272326374,https://github.com/GraphSAINT/GNN-ARCH.git,2020-06-15 02:44:39+00:00,[ASAP 2020; FPGA 2020] Hardware architecture to accelerate GNNs (common IP modules for minibatch training and full batch inference),GraphSAINT/GNN-ARCH,Verilog,GNN-ARCH,761,41,2024-09-18 14:12:33+00:00,9
9583,268843415,https://github.com/citrus3000psi/3DORGB.git,2020-06-02 15:49:39+00:00,RGB Project for most 3DO consoles.,citrus3000psi/3DORGB,Verilog,3DORGB,732,35,2024-09-08 16:12:38+00:00,3
9584,263125211,https://github.com/OpenCAPI/ThymesisFlow.git,2020-05-11 18:32:10+00:00,Memory Disaggregation on POWER9 with OpenCAPI 3.0 M1 & C1,OpenCAPI/ThymesisFlow,Verilog,ThymesisFlow,3950,32,2024-05-27 22:31:28+00:00,12
9585,267666301,https://github.com/IObundle/iob-mem.git,2020-05-28 18:30:29+00:00,Verilog behavioral description of various memories,IObundle/iob-mem,Verilog,iob-mem,525,30,2023-12-26 14:27:24+00:00,18
9586,272354901,https://github.com/mehrdadh/lora-modulator.git,2020-06-15 06:01:38+00:00,LoRa modulator implementation on Lattice ECP5 FPGA to interface with AT86RF215 I/Q Radio,mehrdadh/lora-modulator,Verilog,lora-modulator,10624,29,2024-10-06 03:34:07+00:00,8
9587,263454364,https://github.com/ahirsharan/LSTM.git,2020-05-12 21:18:03+00:00,Single Long Short Term Memory (LSTM) cell :  Verilog Implementation,ahirsharan/LSTM,Verilog,LSTM,77,29,2024-10-09 11:35:43+00:00,5
9588,264299490,https://github.com/hammad-a/verilog_repair.git,2020-05-15 21:09:28+00:00,Automated Repair of Verilog Hardware Descriptions,hammad-a/verilog_repair,Verilog,verilog_repair,59808,26,2024-09-23 05:58:24+00:00,4
9589,267644166,https://github.com/srpoyrek/RISC-V.git,2020-05-28 16:47:51+00:00,"Implementing a five-stage pipeline RSIC-V architecture (RV32I Core instruction set) using Verilog HDL. All the functional modules required including the Hazard detection unit, Forwarding Unit, Branch Prediction, and the Five pipeline stages are simulated and verified the functional testing with test benches on ModelSim.",srpoyrek/RISC-V,Verilog,RISC-V,15249,25,2024-10-27 07:24:34+00:00,3
9590,270291197,https://github.com/zengkaipeng/EI332.git,2020-06-07 11:56:04+00:00,SJTU EI332 CPU完整实验代码及报告,zengkaipeng/EI332,Verilog,EI332,28921,24,2024-01-16 15:35:32+00:00,3
9591,272896543,https://github.com/WayneGong/pwm_motor_system.git,2020-06-17 06:34:00+00:00,基于FPGA的PWM电机控制,WayneGong/pwm_motor_system,Verilog,pwm_motor_system,1234,24,2024-08-09 03:33:06+00:00,9
9592,266554427,https://github.com/nicolaswilde/UCAS-Advanced-Computer-Architecture-OpenROAD-flow.git,2020-05-24 14:10:01+00:00,中国科学院大学高级计算机体系结构课程作业：使用OpenROAD-flow完成RTL到GDS全流程,nicolaswilde/UCAS-Advanced-Computer-Architecture-OpenROAD-flow,Verilog,UCAS-Advanced-Computer-Architecture-OpenROAD-flow,17124,22,2024-09-10 02:06:12+00:00,6
9593,266799610,https://github.com/ultraembedded/core_usb_sniffer.git,2020-05-25 14:25:27+00:00,USB capture IP,ultraembedded/core_usb_sniffer,Verilog,core_usb_sniffer,24,19,2024-10-04 07:43:36+00:00,8
9594,263384318,https://github.com/Wren6991/Hazard5.git,2020-05-12 16:00:00+00:00,"5-stage RISC-V CPU, originally developed for RISCBoy",Wren6991/Hazard5,Verilog,Hazard5,254,19,2024-10-19 09:14:32+00:00,1
9595,264959271,https://github.com/thu-cs-lab/Digital-Design-Docs.git,2020-05-18 14:09:42+00:00,Documentation for Digital Design course,thu-cs-lab/Digital-Design-Docs,Verilog,Digital-Design-Docs,9705,19,2024-07-16 05:02:50+00:00,2
9596,268776471,https://github.com/b1f6c1c4/Deep-DarkFantasy.git,2020-06-02 10:57:31+00:00,Global Dark Mode for ALL apps on ANY platforms.,b1f6c1c4/Deep-DarkFantasy,Verilog,Deep-DarkFantasy,4137,17,2024-08-17 06:53:03+00:00,0
9597,271707382,https://github.com/dominic-meads/HDMI_FPGA.git,2020-06-12 04:22:24+00:00,HDMI with Verilog and an FPGA. ,dominic-meads/HDMI_FPGA,Verilog,HDMI_FPGA,1807,16,2024-07-02 08:14:50+00:00,3
9598,272149564,https://github.com/RedFlag2017/rs-codec.git,2020-06-14 06:55:56+00:00,Reed Solomon Encoder and Decoder Digital IP,RedFlag2017/rs-codec,Verilog,rs-codec,270,16,2024-10-24 06:21:38+00:00,4
9599,264483833,https://github.com/kingyoPiyo/Tang-Nano_PartyParrot.git,2020-05-16 16:56:26+00:00,,kingyoPiyo/Tang-Nano_PartyParrot,Verilog,Tang-Nano_PartyParrot,93,16,2024-09-26 09:58:33+00:00,2
9600,272520166,https://github.com/Speccery/icy99.git,2020-06-15 18:57:34+00:00,TI-99/4A FPGA implementation for the Icestorm toolchain,Speccery/icy99,Verilog,icy99,883,15,2024-09-28 23:47:11+00:00,5
9601,267700470,https://github.com/IObundle/iob-picorv32.git,2020-05-28 21:28:38+00:00,IOb_SoC version of the Picorv32 RISC-V Verilog IP core,IObundle/iob-picorv32,Verilog,iob-picorv32,149,13,2024-05-25 23:12:26+00:00,13
9602,267380299,https://github.com/mattvenn/fpga-fft.git,2020-05-27 17:11:59+00:00,,mattvenn/fpga-fft,Verilog,fpga-fft,20,12,2024-08-23 19:51:33+00:00,1
9603,267429192,https://github.com/Saanlima/RISC5Verilog_lpddr.git,2020-05-27 21:23:22+00:00,RISC5Verilog for Pipistrello using lpddr memory,Saanlima/RISC5Verilog_lpddr,Verilog,RISC5Verilog_lpddr,629,12,2023-11-07 12:54:44+00:00,1
9604,265584113,https://github.com/chipsalliance/f4pga-xc-fasm2bels.git,2020-05-20 14:03:14+00:00,Library to convert a FASM file into BELs importable into Vivado.,chipsalliance/f4pga-xc-fasm2bels,Verilog,f4pga-xc-fasm2bels,1403,11,2024-09-14 06:26:47+00:00,12
9605,263833549,https://github.com/0918nobita/computing-systems.git,2020-05-14 06:26:22+00:00,The Elements of Computing Systems,0918nobita/computing-systems,Verilog,computing-systems,444,11,2022-07-20 17:18:04+00:00,0
9606,269112004,https://github.com/lesc-ufv/cgra-routing.git,2020-06-03 14:35:46+00:00,"SForum 2020 : ""A Run-time Hardware Routing Implementation for CGRA Overlays"" code and data.",lesc-ufv/cgra-routing,Verilog,cgra-routing,9962,11,2024-03-09 07:40:01+00:00,1
9607,270195782,https://github.com/lijiaxun-sgms/w25q128jvxim_v_sim.git,2020-06-07 04:50:26+00:00,Verilog Model for W25Q128JVxIM Serial Flash Memory,lijiaxun-sgms/w25q128jvxim_v_sim,Verilog,w25q128jvxim_v_sim,170,11,2024-09-18 09:33:14+00:00,5
9608,268047365,https://github.com/MiSTer-devel/EDSAC_MiSTer.git,2020-05-30 09:21:43+00:00,"FPGA Verilog implementation of 1949 EDSAC Computer with animated tape reader, panel, teleprinter and CRT scope",MiSTer-devel/EDSAC_MiSTer,Verilog,EDSAC_MiSTer,3612,11,2023-09-11 11:51:19+00:00,2
9609,271435358,https://github.com/yifanlu0227/EI332-SJTU-2020.git,2020-06-11 02:43:59+00:00,SJTU-EI332 计算机组成实验 pipelined cpu,yifanlu0227/EI332-SJTU-2020,Verilog,EI332-SJTU-2020,12182,11,2024-08-26 06:30:46+00:00,0
9610,270980277,https://github.com/Embedfire-altera/ebf_ep4ce10_pro_tutorial_code.git,2020-06-09 11:10:03+00:00,配套代码《FPGA Verilog开发实战指南——基于Altera EP4CE10》,Embedfire-altera/ebf_ep4ce10_pro_tutorial_code,Verilog,ebf_ep4ce10_pro_tutorial_code,89970,10,2024-09-05 23:52:35+00:00,5
9611,264065183,https://github.com/kimkoech/Systolic-Array.git,2020-05-15 01:25:03+00:00,C++ SystemC Implementation of a Systolic Array,kimkoech/Systolic-Array,Verilog,Systolic-Array,57735,10,2024-10-11 08:54:04+00:00,5
9612,268336665,https://github.com/IObundle/iob-eth.git,2020-05-31 18:10:57+00:00,Basic Verilog Ethernet core and C driver functions,IObundle/iob-eth,Verilog,iob-eth,3547,10,2024-08-01 21:55:46+00:00,4
9613,269747031,https://github.com/pgroupATusc/GraphACT.git,2020-06-05 19:06:28+00:00,"Implementation of paper ""GraphACT: Accelerating GCN Training on CPU-FPGA Heterogeneous Platform"".",pgroupATusc/GraphACT,Verilog,GraphACT,66,10,2024-07-02 14:33:31+00:00,0
9614,272222613,https://github.com/keyonhome/AXI4_LiteIP.git,2020-06-14 14:50:35+00:00,A verilog  FPGA Interface for AXI4_Lite from Slave side ,keyonhome/AXI4_LiteIP,Verilog,AXI4_LiteIP,186,10,2024-10-10 07:56:59+00:00,1
9615,270780730,https://github.com/pgroupATusc/HitGraph.git,2020-06-08 18:29:02+00:00,"Source code for ""HitGraph: High-throughput Graph Processing""",pgroupATusc/HitGraph,Verilog,HitGraph,196,10,2024-07-02 00:50:53+00:00,3
9616,263163210,https://github.com/SyntheticDreams/whirlwind.git,2020-05-11 21:33:42+00:00,Nintendo Entertainment System (NES) compatible FPGA core,SyntheticDreams/whirlwind,Verilog,whirlwind,304,10,2024-08-05 21:46:15+00:00,2
9617,268424521,https://github.com/hi631/FPGA_DOS.git,2020-06-01 04:25:19+00:00,Run DOS with 8086 on FPGA,hi631/FPGA_DOS,Verilog,FPGA_DOS,2969,10,2024-05-18 21:35:07+00:00,2
9618,272355095,https://github.com/mehrdadh/fsk-modulator.git,2020-06-15 06:02:54+00:00,FSK modulator implementation  Lattice ECP5 FPGA to interface with AT86RF215 I/Q Radio,mehrdadh/fsk-modulator,Verilog,fsk-modulator,5271,9,2024-05-11 08:30:52+00:00,7
9619,269537423,https://github.com/alireza-shirzad/Cordic_tanh.git,2020-06-05 05:19:31+00:00,Verilog and matlab implementation of tanh using Cordic algorithm,alireza-shirzad/Cordic_tanh,Verilog,Cordic_tanh,76,9,2024-08-18 16:43:06+00:00,3
9620,271293893,https://github.com/marlls1989/pulsar.git,2020-06-10 14:07:53+00:00,Pulsar asynchronous synthesis framework,marlls1989/pulsar,Verilog,pulsar,12500,9,2022-11-13 21:45:51+00:00,0
9621,271927462,https://github.com/RedFlag2017/rocket-soc-tb.git,2020-06-13 02:37:17+00:00,A systemverilog/UVM/Makefile  testbench  for Rocket RISC-V SoCs,RedFlag2017/rocket-soc-tb,Verilog,rocket-soc-tb,1641,8,2024-08-01 15:43:50+00:00,3
9622,264987857,https://github.com/shivanishah269/FPGA_based_Multicore_Cache_Simuator.git,2020-05-18 15:52:01+00:00,Cache-accel: FPGA Accelerated Multi-Core Cache Simulator,shivanishah269/FPGA_based_Multicore_Cache_Simuator,Verilog,FPGA_based_Multicore_Cache_Simuator,9703,8,2024-01-08 15:27:21+00:00,2
9623,271039626,https://github.com/gabrielganzer/DLX-Microprocessor.git,2020-06-09 15:26:20+00:00,"Fully pipelined DLX Microprocessor optimized for energy efficiency and testing purposes developed in VHDL. Simulation with Intel® ModelSim®, synthesis under Synopsys® DC Ultra™, and physical layout using Cadence® Innovus™ Implementation System.",gabrielganzer/DLX-Microprocessor,Verilog,DLX-Microprocessor,93032,8,2024-09-15 15:23:07+00:00,0
9624,268231031,https://github.com/louislxw/pe_array.git,2020-05-31 07:31:19+00:00,"A linear array of PEs with RISC-V ISA targeting extreme high frequency on Xilinx ZYNQ Ultrascale+, specificially for applications such as SCD and CNNs.",louislxw/pe_array,Verilog,pe_array,16323,8,2024-06-04 14:26:07+00:00,2
9625,266553235,https://github.com/wswslzp/SpinalFFT.git,2020-05-24 14:03:54+00:00,A FFT hardware generator in SpinalHDL,wswslzp/SpinalFFT,Verilog,SpinalFFT,368,7,2024-06-14 22:05:42+00:00,0
9626,272272772,https://github.com/elllusion/cpu_gs232.git,2020-06-14 19:50:57+00:00,,elllusion/cpu_gs232,Verilog,cpu_gs232,220,7,2024-09-05 12:43:41+00:00,7
9627,272503985,https://github.com/adityatripathiiit/RISCV_Three_Stage.git,2020-06-15 17:36:35+00:00,RISC-V 3 stage in-order pipeline in verilog,adityatripathiiit/RISCV_Three_Stage,Verilog,RISCV_Three_Stage,1207,7,2024-07-06 08:44:15+00:00,6
9628,268293648,https://github.com/isuckatdrifting/verilog-fx3slvfifo.git,2020-05-31 14:10:50+00:00,Control Cypress FX3 Slave FIFO with FPGA,isuckatdrifting/verilog-fx3slvfifo,Verilog,verilog-fx3slvfifo,28,6,2024-07-27 13:11:25+00:00,2
9629,270560583,https://github.com/debtanu09/my8085.git,2020-06-08 06:46:48+00:00,This is the Verilog code for 8085 microprocessor with limited (18) number of instructions,debtanu09/my8085,Verilog,my8085,16851,6,2024-08-22 19:47:28+00:00,3
9630,272142184,https://github.com/racerxdl/fpga-serial-hello.git,2020-06-14 05:55:22+00:00,FPGA Verilog Serial Hello World + Led Blink,racerxdl/fpga-serial-hello,Verilog,fpga-serial-hello,5,6,2024-08-12 20:02:36+00:00,4
9631,273056406,https://github.com/Hassan313/Approximate-Multiplier.git,2020-06-17 19:01:17+00:00,This repository contains approximate 8-bit multiplier Verilog code.,Hassan313/Approximate-Multiplier,Verilog,Approximate-Multiplier,49231,6,2024-06-13 08:04:37+00:00,3
9632,269295328,https://github.com/YujiaZhao/mipsCPU.git,2020-06-04 07:53:10+00:00,USTB-计算机组成原理实验,YujiaZhao/mipsCPU,Verilog,mipsCPU,53864,6,2024-05-16 08:20:19+00:00,1
9633,266832702,https://github.com/zqy1018/project_EI332.git,2020-05-25 16:52:13+00:00,"Implementations of labs & quizzes in EI332, SJTU, 2020 Spring",zqy1018/project_EI332,Verilog,project_EI332,10061,6,2023-01-28 05:25:24+00:00,0
9634,263772883,https://github.com/uwemeyerbaese/DSP_with_FPGAs_ed2.git,2020-05-14 00:12:13+00:00,DSP with FPGAs 2. edition ISBN: 3-540-21119-5,uwemeyerbaese/DSP_with_FPGAs_ed2,Verilog,DSP_with_FPGAs_ed2,642,6,2023-08-27 10:01:04+00:00,0
9635,265513381,https://github.com/kmichikura/aiedge_contest.git,2020-05-20 09:19:57+00:00,,kmichikura/aiedge_contest,Verilog,aiedge_contest,1838,6,2021-12-24 06:55:30+00:00,2
9636,265088357,https://github.com/yahia3200/SPI-Protocol-Implementation-Using-Verilog.git,2020-05-18 23:29:09+00:00,Implementing SPI interface using Verilog ,yahia3200/SPI-Protocol-Implementation-Using-Verilog,Verilog,SPI-Protocol-Implementation-Using-Verilog,2110,6,2024-10-17 08:21:28+00:00,1
9637,271680789,https://github.com/a-vegetable-dog/QIAN-Kun.git,2020-06-12 01:25:19+00:00,SIMD processor based on verilog,a-vegetable-dog/QIAN-Kun,Verilog,QIAN-Kun,1231,5,2024-06-16 04:10:12+00:00,1
9638,265198374,https://github.com/lawrie/ulx3s_msx.git,2020-05-19 09:04:59+00:00,MSX 8-bit computers on the Ulx3s ECP5 board,lawrie/ulx3s_msx,Verilog,ulx3s_msx,186,5,2023-12-30 03:00:00+00:00,3
9639,267942186,https://github.com/mist-devel/gameboy.git,2020-05-29 19:48:10+00:00,Nintendo Gameboy core,mist-devel/gameboy,Verilog,gameboy,179,5,2024-03-27 22:20:11+00:00,9
9640,271484628,https://github.com/FilipRegenczuk/RNS_converter.git,2020-06-11 07:48:27+00:00,Converter from RNS representation (residue number system) to binary/decimal. Written in Verilog.,FilipRegenczuk/RNS_converter,Verilog,RNS_converter,3,5,2023-09-04 09:08:38+00:00,0
9641,265357534,https://github.com/l-nic/lnic.git,2020-05-19 20:24:46+00:00,Chisel generator for the L-NIC module. Intended to be used as a library within chipyard / rocket-chip.,l-nic/lnic,Verilog,lnic,7511,5,2023-09-01 01:25:57+00:00,1
9642,265329598,https://github.com/UndefeatedSunny/Finite_State_Machine.git,2020-05-19 18:25:54+00:00,,UndefeatedSunny/Finite_State_Machine,Verilog,Finite_State_Machine,801,5,2023-04-15 13:03:10+00:00,0
9643,265832508,https://github.com/Jefferson-Lopes/FPGA.git,2020-05-21 11:35:26+00:00, Projects with FPGA,Jefferson-Lopes/FPGA,Verilog,FPGA,131065,5,2023-07-28 20:57:05+00:00,0
9644,267931426,https://github.com/mist-devel/c16.git,2020-05-29 18:47:58+00:00,C16/Plus4 core,mist-devel/c16,Verilog,c16,522,5,2023-09-23 09:51:25+00:00,6
9645,271148163,https://github.com/kevinchang73/108-2DSD_Final_Project.git,2020-06-10 01:34:21+00:00,Final project of 108-2 NTUEE Digital System Design Course,kevinchang73/108-2DSD_Final_Project,Verilog,108-2DSD_Final_Project,18607,5,2024-10-21 19:44:44+00:00,1
9646,265054363,https://github.com/HEADS-UNCC/SimonCipherVerilog.git,2020-05-18 20:30:06+00:00,Simon Cipher implementation in Verilog,HEADS-UNCC/SimonCipherVerilog,Verilog,SimonCipherVerilog,8,5,2023-06-21 06:29:38+00:00,2
9647,267804793,https://github.com/qazwsxedcrfvtg14/RNN-verilog-model.git,2020-05-29 08:20:54+00:00,,qazwsxedcrfvtg14/RNN-verilog-model,Verilog,RNN-verilog-model,79946,5,2024-09-17 14:16:54+00:00,0
9648,268854215,https://github.com/SLAM-Lab/LACPo.git,2020-06-02 16:36:25+00:00,Learning-based Architecture-level CPU Power modeling,SLAM-Lab/LACPo,Verilog,LACPo,62957,5,2024-08-15 08:45:44+00:00,1
9649,269136588,https://github.com/ept221/tinySoC.git,2020-06-03 16:16:57+00:00,An 8-bit SoC for implementation on an iCE40 FPGA.,ept221/tinySoC,Verilog,tinySoC,20069,5,2024-06-27 13:34:40+00:00,1
9650,267337184,https://github.com/pengchengwei54610/Digital-Logic-BIG-HW.git,2020-05-27 14:11:42+00:00,同济大学2018级数字逻辑大作业：基于键盘与VGA显示屏实现的小游戏,pengchengwei54610/Digital-Logic-BIG-HW,Verilog,Digital-Logic-BIG-HW,10,5,2024-10-14 16:59:14+00:00,0
9651,271220253,https://github.com/isuckatdrifting/verilog-rmii.git,2020-06-10 08:20:45+00:00,"Example platform for Xilinx MII_to_RMII IP on Arty A7-35T, including ethernet RX and TX",isuckatdrifting/verilog-rmii,Verilog,verilog-rmii,589,4,2024-01-15 06:08:27+00:00,0
9652,268286015,https://github.com/acmert/mcm-on-fpga.git,2020-05-31 13:28:57+00:00,Efficient Multiple Constant Multiplication Using DSP Blocks in Xilinx FPGAs,acmert/mcm-on-fpga,Verilog,mcm-on-fpga,19,4,2022-10-14 15:22:43+00:00,2
9653,272820319,https://github.com/mostafaaboseif/DMA-8237-Verilog-.git,2020-06-16 21:58:01+00:00,"Verilog code for DMA 8327 with PCI arbitrer, associated with a GUI using Qt and we uploaded it on an FPGA; communicating with CPU through UART (USB-TTL).",mostafaaboseif/DMA-8237-Verilog-,Verilog,DMA-8237-Verilog-,316,4,2023-05-17 06:25:35+00:00,0
9654,267395712,https://github.com/MrX-8B/MiSTer-Arcade-PenguinKunWars.git,2020-05-27 18:25:29+00:00,FPGA implementation of Penguin-Kun Wars arcade game,MrX-8B/MiSTer-Arcade-PenguinKunWars,Verilog,MiSTer-Arcade-PenguinKunWars,986,4,2022-07-31 14:08:48+00:00,0
9655,270594302,https://github.com/KAIST-ITC/beamforming.git,2020-06-08 08:43:23+00:00,,KAIST-ITC/beamforming,Verilog,beamforming,141,4,2024-08-28 09:25:03+00:00,1
9656,267666591,https://github.com/mshah12/GraphicsProcessingUnit.git,2020-05-28 18:31:54+00:00,"A graphics processing unit created using FPGA and NIOS II SOC, and coded in SystemVerilog and C++. The GPU is able to read .obj files and produce 3D objects on screen, consisting of triangles, which can be rotated and translated.",mshah12/GraphicsProcessingUnit,Verilog,GraphicsProcessingUnit,200189,4,2024-06-18 15:51:10+00:00,1
9657,269272870,https://github.com/charmerkai/perceptron.git,2020-06-04 05:55:43+00:00,verilog design for perceptron algorithm,charmerkai/perceptron,Verilog,perceptron,231,4,2023-10-26 18:04:37+00:00,1
9658,264771251,https://github.com/mdnoaman/Tang-nano-FPGA-module-for-high-speed-word-pattern-generator.git,2020-05-17 22:48:38+00:00,An extemely low cost (5 euros) nano Tang FPGA board is configured to perform very high speed pulse pattern generator.,mdnoaman/Tang-nano-FPGA-module-for-high-speed-word-pattern-generator,Verilog,Tang-nano-FPGA-module-for-high-speed-word-pattern-generator,23,4,2023-09-05 05:33:33+00:00,0
9659,263030398,https://github.com/Satjpatel/Verilog-HDL-Useful-Codes.git,2020-05-11 12:03:30+00:00,Useful Verilog HDL Codes which can be used in multiple design systems.,Satjpatel/Verilog-HDL-Useful-Codes,Verilog,Verilog-HDL-Useful-Codes,548,4,2024-09-11 06:18:21+00:00,0
9660,270633349,https://github.com/ben-marshall/aes-sboxes.git,2020-06-08 10:55:52+00:00,Somewhere to put different implementations of the AES SBox,ben-marshall/aes-sboxes,Verilog,aes-sboxes,7,4,2024-08-01 15:18:15+00:00,1
9661,267936236,https://github.com/mist-devel/archimedes.git,2020-05-29 19:14:24+00:00,Acorn Archimedes core,mist-devel/archimedes,Verilog,archimedes,30169,4,2024-09-25 12:42:30+00:00,6
9662,266506450,https://github.com/Dj-Polyester/CENG232Midterm2Tester.git,2020-05-24 09:12:48+00:00,A tester for CENG232 Midterm 2 of the second semester 2020,Dj-Polyester/CENG232Midterm2Tester,Verilog,CENG232Midterm2Tester,2625,4,2023-03-08 23:48:17+00:00,1
9663,272883842,https://github.com/melodychn/CS-M152A.git,2020-06-17 05:13:55+00:00,My work for CS M152A (Introduction to Digital Design Lab) taken at UCLA in the Spring of 2020.,melodychn/CS-M152A,Verilog,CS-M152A,13456,4,2024-10-15 22:45:04+00:00,2
9664,268472563,https://github.com/IObundle/iob-div.git,2020-06-01 08:58:43+00:00,Verilog Divider Cores,IObundle/iob-div,Verilog,iob-div,115,3,2023-09-25 03:07:08+00:00,3
9665,268064016,https://github.com/osamamagdy/SPI-Verilog-Protocol.git,2020-05-30 11:14:29+00:00,,osamamagdy/SPI-Verilog-Protocol,Verilog,SPI-Verilog-Protocol,348,3,2022-05-26 13:03:22+00:00,1
9666,268509004,https://github.com/isuckatdrifting/verilog-mii.git,2020-06-01 11:56:10+00:00,"Example platform for Xilinx AXI_EthernetLite (MII) on Arty A7-35T, including active TX driven by AXI Traffic Generator and dummy RX",isuckatdrifting/verilog-mii,Verilog,verilog-mii,221,3,2021-05-12 20:59:01+00:00,2
9667,268395065,https://github.com/josh-macfie/Verilog_Servo_Control.git,2020-06-01 01:14:39+00:00,Verilog module to drive a servo based on a control input.,josh-macfie/Verilog_Servo_Control,Verilog,Verilog_Servo_Control,3,3,2023-03-12 04:15:26+00:00,3
9668,266809351,https://github.com/tanzelin430/USTC-COD-LAB.git,2020-05-25 15:05:13+00:00,,tanzelin430/USTC-COD-LAB,Verilog,USTC-COD-LAB,728,3,2024-05-24 12:32:29+00:00,1
9669,268269531,https://github.com/mhhai/HDLBits.git,2020-05-31 11:51:55+00:00,这里一个Verilog习题网站中的练习题，链接为https://hdlbits.01xz.net/wiki/Main_Page。 主要可以分为组合逻辑电路、时序逻辑电路设计两部分。对使用Verilog进行电路设计有很大的帮助。 由于该网站中需要先答对题目才能看答案，使用时并不方便，因此这里贴出自己写的代码。 也可以参看https://zhuanlan.zhihu.com/c_1131528588117385216，这里有详细的解释。,mhhai/HDLBits,Verilog,HDLBits,31,3,2024-08-27 17:13:20+00:00,1
9670,263554709,https://github.com/bjrjk/MIPS-Multi-Cycle-MicroSystem.git,2020-05-13 07:18:57+00:00,Multi Cycle MIPS MicroSystem with Instruction Set MIPS-Lite3 in Verilog.,bjrjk/MIPS-Multi-Cycle-MicroSystem,Verilog,MIPS-Multi-Cycle-MicroSystem,113,3,2023-01-28 04:01:16+00:00,1
9671,268536346,https://github.com/jai1215/verilog-utils.git,2020-06-01 13:53:50+00:00,verilog utility functions for vscode,jai1215/verilog-utils,Verilog,verilog-utils,531,3,2024-07-19 03:59:33+00:00,0
9672,268704045,https://github.com/ranjan-yadav/I2C-protocol.git,2020-06-02 04:52:36+00:00,,ranjan-yadav/I2C-protocol,Verilog,I2C-protocol,2889,3,2023-05-16 13:40:02+00:00,0
9673,272987079,https://github.com/hexuustc/ustccoder.git,2020-06-17 13:52:35+00:00,we are in ustc,hexuustc/ustccoder,Verilog,ustccoder,3123,3,2021-03-21 12:06:20+00:00,3
9674,263256580,https://github.com/go4retro/IntUltiMEM.git,2020-05-12 06:49:56+00:00,Internal version of the UltiMEM cartridge,go4retro/IntUltiMEM,Verilog,IntUltiMEM,373,3,2024-02-25 19:23:19+00:00,0
9675,270561129,https://github.com/amaslov86/openofdm.git,2020-06-08 06:48:34+00:00,,amaslov86/openofdm,Verilog,openofdm,26085,3,2024-03-21 12:54:03+00:00,0
9676,266314662,https://github.com/doctormin/MIPS-simulator.git,2020-05-23 10:37:51+00:00,Single Cycle & 5-stage Pipelined MIPS Simulator in Verilog,doctormin/MIPS-simulator,Verilog,MIPS-simulator,1474,3,2023-03-11 23:37:44+00:00,0
9677,268563466,https://github.com/Giako68/TiledScreen.git,2020-06-01 15:42:22+00:00,Video Controller Library for Arduino MKR Vidor 4000 -- Tiled Mode,Giako68/TiledScreen,Verilog,TiledScreen,205,3,2023-01-27 16:20:40+00:00,0
9678,271834891,https://github.com/gargdoppler/ALU.git,2020-06-12 15:46:17+00:00,ECN-104 Digital Logic Design Project,gargdoppler/ALU,Verilog,ALU,27991,3,2023-12-01 15:39:24+00:00,3
9679,265881316,https://github.com/LittleQili/MIPS_CPU.git,2020-05-21 15:16:23+00:00,A naive MIPS simulator for 31 instructions. ,LittleQili/MIPS_CPU,Verilog,MIPS_CPU,6500,3,2024-02-20 11:54:46+00:00,0
9680,269674174,https://github.com/hoglet67/HDLTutorial.git,2020-06-05 14:57:03+00:00,A basic Verilog and VHDL tutorial,hoglet67/HDLTutorial,Verilog,HDLTutorial,29,3,2022-05-26 02:38:08+00:00,0
9681,264140643,https://github.com/pratyush48/Tomosulo_Implementation_Verilog.git,2020-05-15 08:34:41+00:00,We have implemented the tomosulo algorithm in verilog as a part of our final course project in Processor Architecture.,pratyush48/Tomosulo_Implementation_Verilog,Verilog,Tomosulo_Implementation_Verilog,162,3,2021-12-18 02:47:23+00:00,1
9682,272186831,https://github.com/vaithak/LDPC-Code-Decoder.git,2020-06-14 11:18:05+00:00,Implementation of partly parallel LDPC code decoder in Verilog.  ,vaithak/LDPC-Code-Decoder,Verilog,LDPC-Code-Decoder,1424,3,2022-11-26 06:02:07+00:00,3
9683,272308039,https://github.com/yanggui19891007/CNN-On-FPGA.git,2020-06-15 00:36:38+00:00,FPGA,yanggui19891007/CNN-On-FPGA,,CNN-On-FPGA,26,3,2023-04-27 18:10:38+00:00,9
